,Average wind speed (m/s),Average power (kW),Input turbulence intensity (%),Input alpha
3404,6.81687,1329.55,18.24,-0.36
6339,10.0259,3371.03,24.41,0.1
1566,3.70994,200.018,12.65,-0.43
3060,12.4831,4922.87,12.6,-0.03
5569,19.2183,4978.24,26.23,-0.21
7804,19.6419,4940.5,38.43,0.37
6610,14.1963,4574.92,38.04,0.43
3024,14.8509,4985.87,10.78,0.24
4025,15.8224,4932.97,34.8,0.0
6197,20.0815,4966.05,31.08,-0.41
1134,6.86634,1337.71,27.67,-0.13
5360,20.4209,4986.88,8.73,-0.04
6984,16.8303,4952.19,24.99,0.4
1022,9.97017,3528.04,19.84,0.0
4195,7.78018,1913.9,10.39,-0.38
2878,23.6061,4987.08,9.76,-0.33
324,22.7456,4985.77,16.18,-0.26
919,15.3157,4660.52,42.07,0.29
1676,6.30105,961.886,22.35,-0.07
2992,13.0078,4983.05,11.76,-0.42
2561,18.5332,4928.67,31.47,0.49
2844,9.29519,2851.55,31.2,0.33
6045,13.0978,4979.94,9.11,-0.02
6055,9.40025,2946.48,18.35,0.4
3855,23.8728,4987.02,7.44,0.44
2912,21.7313,4975.5,23.19,0.22
5856,13.4375,4982.79,9.43,0.05
4563,7.73911,2065.39,29.55,-0.36
6381,9.14895,2780.88,20.08,0.06
717,16.1749,4754.21,43.58,-0.42
505,9.8771,3853.09,24.68,-0.33
3902,20.4458,4986.75,9.27,-0.43
14,12.2049,4558.28,32.55,-0.38
7376,19.8178,4861.79,32.39,0.46
583,23.1687,4987.17,8.32,0.01
2682,12.4646,4019.48,39.43,0.2
4423,5.04357,513.132,29.6,0.05
4235,18.8277,4986.28,5.19,0.29
5532,7.97904,1890.82,19.25,0.26
6540,12.4508,4622.22,38.55,-0.06
787,16.2669,4977.03,25.47,0.21
7712,5.14999,469.116,9.47,0.05
3164,12.1712,4359.68,32.61,0.32
4198,22.5058,4987.01,7.93,0.47
3633,24.52,4934.24,31.6,0.35
6551,25.2434,4722.86,41.09,-0.22
5081,3.41489,128.766,27.86,0.44
4792,14.9823,4882.96,31.09,-0.36
1773,5.74867,754.768,30.0,0.01
2382,21.5394,4920.55,37.27,-0.07
6471,15.3724,4985.42,15.29,-0.4
1380,24.2101,4982.24,21.16,0.18
4031,19.0581,4986.76,11.47,-0.21
3540,9.79936,3494.38,11.74,-0.17
3113,20.0524,4867.71,43.54,-0.27
3401,13.6869,4592.6,35.21,0.48
1428,26.1079,4803.58,44.17,-0.48
2167,6.18873,1156.84,39.85,-0.4
3141,16.8893,4985.36,20.51,-0.24
5931,11.5248,4271.69,33.02,0.06
6548,25.0866,4965.53,23.55,-0.37
1758,14.4346,4960.5,22.32,0.2
2609,11.5114,4397.99,27.69,-0.1
2550,12.5103,4662.82,34.32,0.37
164,20.2844,4986.75,8.9,-0.39
5697,12.8352,4922.88,13.67,-0.04
3219,7.2907,1574.58,32.19,0.06
3606,24.3254,4947.53,31.27,0.2
4127,7.06295,1465.78,30.99,-0.22
6534,21.6533,4855.41,42.07,-0.3
2315,17.9863,4924.21,33.04,0.02
1192,11.2575,4657.92,10.52,0.21
7552,19.5731,4836.96,42.39,0.26
744,8.64792,2878.76,37.38,-0.3
5286,15.7334,4930.59,29.93,0.33
7436,21.3907,4914.85,31.4,0.43
3006,5.66538,749.48,32.38,0.27
1289,19.3393,4961.55,29.66,-0.06
4356,24.4134,4987.16,5.31,0.41
1726,14.6491,4984.1,8.34,0.19
6109,19.0869,4839.83,40.2,0.31
1470,5.63592,749.136,35.4,0.49
6446,17.7842,4986.27,15.7,0.02
434,13.6589,4948.13,18.75,0.25
331,18.2545,4905.84,35.99,-0.33
137,23.2085,4938.83,30.98,-0.19
6366,18.4641,4986.14,10.6,-0.07
4572,21.7656,4987.16,11.97,-0.14
67,5.09945,459.493,8.39,0.41
2834,4.57205,330.373,17.46,0.39
2597,6.77595,1226.93,24.88,0.38
2830,20.7371,4986.52,12.86,-0.38
2932,22.6756,4986.21,16.31,0.19
7965,12.088,4842.01,13.72,-0.08
6787,19.8243,4982.17,25.91,-0.47
5942,16.0061,4985.7,8.5,-0.21
7236,19.8117,4848.99,41.34,-0.28
799,19.2348,4981.26,23.52,-0.41
7494,16.379,4984.59,11.72,-0.46
3406,12.1023,4707.87,24.38,-0.04
3711,23.2078,4814.01,40.99,0.43
7075,8.69047,2588.97,25.6,-0.17
7707,10.3171,3875.65,15.6,-0.01
1580,9.847,3340.07,40.74,0.13
3892,9.83464,3105.65,42.17,0.21
7334,15.1204,4874.69,27.16,0.01
5390,9.55378,3122.84,40.14,0.22
178,11.1539,4420.87,20.05,0.17
7292,21.3386,4986.55,5.43,-0.49
7056,7.12427,1609.5,43.11,0.22
6946,4.91593,449.574,13.34,-0.22
6060,19.5892,4971.51,23.59,0.37
5165,24.991,4986.67,14.34,0.0
4597,4.47684,320.639,20.82,0.33
6951,3.32745,125.54,37.2,0.24
660,4.92183,466.014,27.48,0.23
2627,19.9719,4981.86,19.66,-0.03
4148,5.58231,853.59,35.18,-0.4
5260,19.9605,4814.02,38.55,-0.05
629,16.2484,4986.4,14.94,-0.33
2750,24.4515,4987.03,11.6,0.39
7327,14.9226,4984.39,8.88,-0.33
2993,19.2956,4984.82,12.08,0.3
680,14.5904,4898.72,32.7,-0.06
2122,21.4873,4986.37,12.04,-0.38
3911,4.10547,264.426,28.4,0.43
1188,22.9077,4960.66,26.33,0.38
1951,6.25447,902.788,19.86,0.33
6651,10.0364,3644.74,41.75,-0.4
4741,6.15325,865.847,10.61,-0.18
3799,14.982,4984.55,8.42,-0.13
3505,24.7154,4982.69,20.11,-0.29
1762,7.71421,2169.99,33.54,-0.38
3248,10.383,3835.12,24.73,0.31
6359,22.8244,4986.85,8.27,0.33
699,21.1576,4955.21,25.5,0.4
973,21.8872,4986.39,17.8,0.16
34,13.3936,4983.18,7.3,0.09
4801,13.9514,4951.22,15.99,0.07
4945,4.95553,556.295,43.24,0.18
2721,19.3411,4917.67,36.73,-0.11
6416,20.8843,4968.56,27.13,-0.2
7427,15.7064,4984.25,10.33,0.03
1759,8.69977,2521.61,35.97,0.35
5158,14.4581,4909.58,28.68,-0.27
5252,11.3647,4916.69,15.25,-0.43
4054,13.4124,4756.91,41.14,-0.33
6256,23.5328,4986.98,5.92,-0.08
4567,18.4253,4977.42,35.06,0.0
4145,13.1336,4960.51,20.87,-0.17
5212,17.7217,4986.77,17.51,0.0
7323,4.99191,471.33,27.66,0.27
3085,6.86493,1591.29,42.77,-0.4
4949,19.2092,4943.4,33.41,0.39
6333,15.5573,4822.46,34.53,0.29
6308,3.71989,175.277,32.27,0.36
1215,17.9892,4799.31,40.13,-0.05
1546,14.042,4553.09,34.76,0.12
5770,19.498,4984.85,24.38,-0.33
6940,4.18577,223.907,6.14,0.2
3297,22.2325,4987.14,11.55,0.28
238,14.4883,4911.95,30.55,-0.11
4452,16.1247,4981.0,14.25,0.4
1617,10.0987,3651.01,23.87,-0.05
7533,11.0939,4386.11,24.37,0.19
6270,5.76686,1034.24,41.17,-0.44
3084,22.8695,4915.0,36.98,0.36
3861,10.8382,4605.81,10.81,-0.26
7252,24.6441,4986.71,13.56,-0.26
189,10.2125,3633.93,12.04,0.36
2353,13.3284,4606.44,40.42,-0.17
6594,14.0387,4918.55,21.4,0.02
2434,18.9902,4986.26,9.42,-0.33
3115,15.6237,4984.92,5.12,-0.19
2441,15.0797,4586.49,41.63,-0.18
1700,11.9953,4811.2,15.3,0.48
159,7.77774,1734.2,13.0,-0.06
4879,15.5499,4548.17,44.88,0.38
3603,11.9203,4955.38,11.13,-0.18
778,16.78,4970.83,24.86,0.25
2574,15.6206,4871.17,40.04,-0.41
7754,17.2721,4928.87,29.22,0.4
92,6.73595,1332.32,12.9,-0.47
579,10.4093,3991.63,42.85,-0.39
5216,18.1937,4861.85,35.98,0.26
1335,5.09346,510.366,14.64,-0.27
1719,8.52662,2463.95,18.17,-0.27
4727,18.2015,4986.2,9.13,-0.31
1520,3.80452,229.112,32.02,-0.34
5321,14.1025,4980.54,14.0,0.2
7345,8.80949,3117.37,22.26,-0.49
3744,23.3149,4963.25,35.04,-0.01
2544,10.8746,4599.71,5.61,-0.17
1314,22.885,4984.86,17.94,-0.36
2612,5.08405,442.867,11.0,0.12
23,16.5276,4985.64,16.53,0.34
3782,12.7828,4937.28,10.89,0.38
6447,13.6156,4984.03,7.91,-0.19
5513,21.0256,4929.23,40.74,-0.43
4775,22.2543,4981.94,19.34,-0.19
4369,4.84826,390.991,10.49,0.39
2580,18.4282,4985.31,11.9,0.04
5838,17.9376,4986.17,6.56,-0.19
7753,24.2894,4986.74,10.12,0.44
950,16.2628,4937.47,33.31,0.07
1897,19.36,4974.65,26.01,-0.12
7996,17.3661,4981.24,24.08,0.36
5089,21.4297,4986.66,6.84,-0.23
1011,12.3646,4546.47,44.98,-0.39
4284,6.13236,1087.58,30.71,-0.4
916,9.37041,3173.68,36.32,-0.01
2003,24.3984,4985.94,11.07,0.42
2153,16.1883,4939.27,23.43,0.44
6306,6.40357,1263.48,42.24,-0.4
1030,7.03687,1268.09,24.58,0.11
2935,4.31224,343.161,18.29,-0.4
4560,17.7657,4834.89,42.97,-0.2
2987,3.50886,181.183,40.13,-0.28
1250,16.3466,4951.02,30.98,0.04
2467,18.6891,4796.13,43.66,0.14
523,6.16239,922.672,11.6,-0.28
7866,10.2302,3948.08,36.42,-0.35
6630,4.56504,397.123,26.35,-0.3
987,8.8462,3060.06,41.63,-0.4
3199,3.06244,58.5973,9.84,0.09
1295,13.6671,4966.71,20.18,-0.02
1524,5.44682,555.485,13.41,0.21
4592,11.3753,4697.04,30.53,-0.47
298,20.9787,4947.25,28.73,0.2
5948,12.8447,4654.83,27.82,0.24
7304,8.79741,2336.55,7.92,0.38
5594,5.32711,743.032,40.51,-0.43
3285,17.0437,4984.73,7.65,0.33
3787,4.23928,327.735,15.7,-0.46
1083,21.6992,4986.67,16.01,-0.16
1882,9.48549,3083.31,40.59,0.07
3818,3.94863,202.197,15.16,-0.12
5499,22.4506,4934.33,35.65,-0.36
5969,11.0537,4873.23,10.2,-0.42
6328,17.3434,4867.49,39.3,0.06
871,22.0225,4912.17,32.42,0.49
7932,14.1582,4710.62,33.08,0.03
415,7.80906,1878.27,35.47,0.44
357,11.6867,4726.08,16.75,-0.15
2914,21.7454,4984.28,18.01,0.19
786,5.08715,520.402,30.82,0.01
6254,18.147,4986.39,21.13,0.38
7464,5.87074,853.966,40.6,0.03
4123,21.2216,4983.58,19.74,-0.21
1958,4.17942,389.921,41.32,-0.38
6862,17.3096,4981.13,21.47,0.48
3776,18.0996,4986.19,7.59,0.28
5317,14.9045,4938.16,18.35,-0.26
4272,16.7533,4985.29,7.57,-0.09
3005,12.715,4906.43,19.84,-0.39
3627,11.525,4612.02,12.84,0.25
408,12.0896,4970.52,8.3,0.06
345,10.3929,3904.64,23.66,-0.06
6187,15.8634,4780.61,43.35,-0.19
1041,25.1922,4912.53,38.45,-0.07
4456,14.0738,4770.81,35.99,0.47
1388,4.2665,298.716,29.71,0.38
6046,9.28986,2923.68,30.17,0.31
718,13.6077,4680.21,44.56,0.21
5848,14.2159,4814.79,32.26,0.48
2735,19.9601,4945.0,31.87,-0.16
4220,23.1416,4966.99,26.21,0.39
3552,3.11022,75.9979,17.56,0.31
3553,6.11682,805.769,12.03,0.16
4248,16.8128,4985.93,6.16,-0.18
4583,24.0856,4987.16,5.06,-0.05
6816,5.75061,715.324,9.44,-0.21
3852,19.7421,4960.4,25.68,0.39
7268,6.14005,895.288,13.48,-0.23
3717,10.662,4146.91,38.59,-0.48
577,17.3177,4984.85,25.28,-0.11
4410,15.581,4645.83,43.28,0.3
7424,11.0586,4229.48,24.93,-0.12
4819,6.95079,1295.74,25.22,-0.1
3246,5.1115,452.991,9.17,0.05
6278,15.3374,4985.03,6.7,-0.42
2381,14.1984,4466.21,44.65,0.02
5180,18.345,4882.1,43.36,-0.19
1002,22.4785,4939.48,31.17,-0.12
4966,16.1416,4973.72,20.76,0.35
6367,7.7893,1783.37,28.65,-0.04
5117,23.8196,4986.64,13.85,0.19
6763,15.6915,4936.11,36.81,-0.44
7976,25.1575,4742.26,43.27,0.39
4898,5.55779,665.635,20.8,-0.01
5932,21.9781,4965.36,31.9,-0.22
7824,23.5234,4986.91,11.99,-0.32
2831,4.01317,241.361,20.74,-0.23
6491,6.58462,1242.28,40.89,0.07
5221,15.929,4876.36,38.06,-0.37
1214,10.6481,3844.59,43.52,-0.09
4795,18.942,4986.8,9.84,-0.17
1293,16.8164,4873.42,42.03,0.11
1737,15.8692,4849.63,34.15,-0.09
1297,7.87861,2415.91,42.96,-0.47
7901,6.12494,1110.97,34.87,-0.48
1647,10.6644,4139.23,5.71,0.09
4883,5.18098,468.786,6.13,0.32
5548,24.7521,4924.67,33.59,-0.06
225,20.7942,4985.51,19.85,0.15
7507,13.1182,4632.89,39.9,-0.14
5781,20.3402,4881.16,43.48,-0.4
1219,9.52758,3348.79,19.6,-0.31
6430,8.13925,1899.29,5.82,-0.03
6985,21.7331,4986.77,7.16,-0.44
80,13.9339,4979.73,16.52,0.22
7870,19.2493,4917.98,31.73,0.31
6546,5.83621,772.095,21.15,0.16
288,22.7539,4982.39,22.1,0.21
6718,8.19027,2000.36,14.57,-0.02
5766,20.9025,4986.64,6.23,0.36
6492,16.5018,4787.91,44.1,-0.2
2050,17.6704,4985.94,14.86,-0.09
4884,17.2827,4985.89,7.83,-0.28
7261,6.50053,1231.17,26.46,-0.33
4998,16.4135,4965.65,26.0,0.15
3290,9.34041,2978.59,26.62,0.23
5985,20.0322,4984.18,20.86,-0.09
4545,15.6891,4957.54,25.82,0.35
3077,4.06031,264.044,37.67,-0.12
575,17.4887,4985.95,5.61,-0.33
7330,3.43055,134.988,26.92,-0.17
4322,12.7621,4660.74,40.81,-0.2
2083,17.6353,4838.13,43.75,0.25
3906,4.54145,400.858,29.6,-0.12
3234,18.5081,4963.97,29.98,-0.08
4270,13.883,4895.54,26.64,-0.3
3162,5.74869,717.858,28.3,0.25
781,24.9889,4980.91,18.93,0.12
3254,18.0147,4985.66,11.47,-0.18
5715,24.624,4935.36,32.19,0.36
384,13.9757,4668.98,44.75,0.3
6330,8.98475,2831.78,28.0,0.48
7433,6.1713,896.202,24.13,0.43
4458,8.97394,2530.75,12.78,0.34
876,14.9562,4970.11,21.36,0.39
2690,14.7137,4983.63,10.4,0.38
1181,12.8236,4800.97,25.52,-0.15
359,25.1582,4879.38,39.71,0.48
7279,14.7648,4689.42,31.72,0.34
7738,4.01034,210.388,11.11,-0.14
2263,16.7609,4794.91,44.5,0.09
7241,19.714,4945.9,28.19,-0.4
7603,24.1405,4986.91,12.82,0.35
5649,13.477,4592.82,44.23,0.46
5462,23.8716,4984.19,20.78,0.37
3797,12.5946,4733.24,23.08,-0.05
3429,12.7506,4976.51,13.49,0.04
3658,5.39908,639.878,41.83,0.34
5456,10.7217,4614.55,15.79,-0.48
7314,9.68819,3333.24,5.26,-0.17
2417,11.3666,4667.22,14.07,0.1
5724,3.44757,142.477,30.63,0.29
5136,17.9129,4938.12,32.47,0.12
2894,20.2502,4924.71,34.24,-0.31
1313,5.45976,602.114,14.07,-0.14
2896,19.0365,4983.44,21.7,-0.36
3609,22.6283,4952.49,25.02,-0.09
2419,23.9927,4970.5,24.45,-0.07
5785,19.3986,4894.78,41.28,-0.37
7907,18.4786,4974.91,22.42,-0.47
5223,5.66082,942.278,35.54,-0.48
4698,12.2083,4955.51,12.98,-0.29
7455,21.441,4983.71,18.88,0.5
6873,16.3933,4891.14,29.93,0.23
3223,15.9171,4795.21,37.94,0.22
3333,9.86779,3347.67,29.37,0.03
6542,8.57153,2312.98,16.82,0.1
4308,6.25503,928.591,21.75,-0.07
1235,16.1948,4712.67,44.54,-0.3
5783,3.58849,191.173,26.64,-0.42
683,18.2523,4986.34,14.59,-0.19
6926,20.1175,4939.39,25.97,0.07
1155,9.86117,3330.48,14.97,0.25
5218,22.981,4971.72,27.69,-0.24
1042,6.29235,1102.31,19.03,-0.44
5491,21.3157,4933.59,33.3,-0.45
6059,5.12184,448.897,5.8,0.07
7995,14.0572,4978.49,14.21,-0.24
162,11.4209,4263.7,44.63,-0.21
6725,11.0855,4817.33,14.84,-0.4
2049,15.8017,4984.95,6.48,-0.16
7786,11.9375,4796.05,10.9,0.24
3002,10.9987,3871.02,40.6,0.02
4609,23.921,4860.21,38.16,-0.33
4657,10.0495,3810.17,10.63,-0.22
1986,6.46295,933.65,7.35,0.25
5116,20.4365,4974.51,32.15,-0.15
6419,23.18,4983.15,18.56,0.1
3969,21.1097,4986.8,8.07,0.02
6153,6.61477,1171.17,33.51,0.29
152,10.3338,3791.96,20.69,0.35
4646,9.97513,3515.31,18.07,0.02
2861,11.8842,4520.07,24.86,-0.12
1836,9.22156,2925.52,32.38,0.37
633,17.2877,4983.14,25.68,-0.46
7702,12.7451,4981.4,7.7,0.28
6909,11.0351,4513.07,32.03,-0.47
6633,10.5028,3953.0,8.63,0.14
7003,8.32804,2382.98,40.02,0.38
2794,7.90234,1760.64,20.41,0.21
6239,7.31424,1399.37,20.13,0.3
5251,17.8225,4970.37,35.05,-0.41
6131,20.3583,4986.68,6.09,-0.02
6948,12.2672,4857.9,19.64,-0.33
465,11.7244,4438.5,35.66,-0.47
3160,13.0332,4430.47,44.27,0.45
7636,17.5683,4986.08,5.46,-0.11
2926,19.6141,4965.17,32.09,-0.38
4602,18.4163,4985.3,15.99,-0.23
2718,21.371,4981.04,24.74,-0.45
1593,22.1746,4982.49,22.86,-0.02
1527,14.5886,4975.97,19.91,-0.08
4288,10.5569,4048.91,19.23,-0.11
5014,10.024,3634.24,16.0,-0.16
555,7.15521,1396.69,27.18,0.39
5337,8.20331,2176.27,42.74,0.16
6539,19.6234,4858.66,38.14,-0.07
4484,20.4072,4933.08,36.44,-0.36
4070,10.669,4555.56,16.33,-0.44
3253,20.2873,4960.32,28.51,0.33
4953,16.367,4711.86,41.65,0.29
7122,18.583,4986.76,10.24,-0.12
7549,11.4865,4353.88,29.25,0.46
6550,20.9425,4986.67,8.17,-0.29
2394,9.86954,3275.56,36.09,0.35
2809,13.6725,4971.04,19.17,0.36
7540,20.4652,4986.29,7.64,0.49
7864,16.6507,4862.09,39.41,0.0
3450,19.2416,4890.25,43.13,-0.17
3351,15.7183,4985.16,13.45,-0.32
1899,5.19706,472.543,6.09,0.13
3915,17.2649,4985.44,7.63,-0.27
6541,4.09186,305.838,27.3,-0.37
7387,25.2487,4981.69,20.29,-0.34
5814,17.3061,4985.53,13.89,-0.18
7435,24.1632,4986.94,5.73,-0.34
4653,11.7205,4249.43,32.95,-0.01
124,20.7651,4986.97,12.83,-0.05
5566,15.4409,4943.48,26.71,-0.02
1008,7.94573,2187.53,28.57,-0.31
37,16.7446,4984.51,17.95,0.08
836,16.8979,4809.03,42.76,0.21
5021,16.5568,4984.84,16.23,0.05
6110,10.7488,4119.04,27.89,-0.08
5227,18.8757,4969.74,31.07,-0.45
5196,20.6211,4948.33,28.98,-0.31
698,16.1418,4971.92,22.51,-0.39
1331,24.2044,4860.87,37.58,0.05
3822,17.6213,4985.29,14.1,0.21
6094,19.2214,4986.17,13.18,-0.04
3370,4.58264,393.031,28.6,-0.28
1942,23.5597,4845.66,36.27,0.25
4770,5.48272,652.228,24.26,0.48
6171,9.87823,3566.55,29.65,-0.24
6968,13.3827,4933.56,22.79,-0.13
6384,13.3237,4977.67,17.61,-0.12
2099,3.77119,191.633,16.05,-0.26
5580,14.8996,4985.04,14.1,0.19
795,24.8214,4935.19,34.14,-0.12
7349,13.6972,4654.47,31.37,0.13
6558,4.90401,507.788,39.28,-0.19
6750,23.3339,4912.68,31.93,0.09
3375,4.11275,269.053,34.68,0.31
6013,2.99657,65.8167,26.3,0.27
739,16.5322,4982.81,19.59,0.04
565,5.33764,641.05,44.12,0.11
1166,15.0916,4777.28,37.74,0.47
6035,10.0858,4132.01,5.9,-0.38
2789,4.08023,261.353,29.58,-0.12
5733,25.0414,4893.55,33.62,0.17
5124,3.73232,206.642,44.96,0.03
6382,18.4522,4876.21,31.15,0.28
4164,22.0168,4978.76,28.77,-0.24
4629,9.26729,3117.13,36.96,-0.06
4286,20.606,4982.46,23.07,-0.48
6043,22.951,4987.05,7.27,0.02
5810,12.7427,4558.47,39.74,-0.08
7423,18.4692,4834.41,37.83,0.39
7328,13.3814,4436.5,36.57,0.18
4820,12.2943,4760.11,23.32,0.14
3953,5.46478,673.313,33.75,0.02
7706,7.88482,2267.52,30.64,-0.43
1131,16.2049,4981.45,23.37,0.31
6910,6.08467,784.978,6.38,0.4
6076,19.8413,4977.75,21.48,0.01
220,21.477,4958.86,29.42,-0.42
4996,15.0407,4752.34,30.44,0.36
2931,23.154,4888.46,39.26,-0.23
4454,16.502,4983.4,16.78,0.0
601,17.5419,4804.46,31.24,-0.13
74,16.3127,4984.55,11.45,0.2
5509,5.22763,604.962,25.04,-0.31
2218,5.69806,746.914,28.93,0.01
3409,19.672,4863.13,43.65,0.09
7953,3.5163,167.945,9.8,-0.48
5035,15.298,4891.08,25.07,0.45
874,4.9644,628.911,39.65,-0.38
7317,3.64887,191.921,37.87,0.1
2868,9.75933,3391.34,14.53,-0.09
3864,3.56414,198.693,32.11,-0.47
5658,10.1702,3596.36,36.58,0.31
4888,3.40806,108.435,12.01,0.41
3318,22.0404,4916.48,35.61,0.42
88,7.01063,1292.85,30.08,0.23
1712,15.3334,4984.25,15.78,0.46
1269,4.03039,288.905,22.06,-0.47
3899,8.16228,2351.11,22.31,-0.33
1333,3.81443,285.628,43.0,-0.49
2420,18.6686,4959.99,27.34,-0.02
3492,21.3056,4986.94,14.83,-0.36
7732,11.0376,4354.41,20.38,-0.18
3611,7.47072,1679.49,29.91,0.14
6648,23.3837,4881.14,37.8,-0.3
5400,18.3569,4986.18,13.64,0.46
7100,11.1919,4470.78,10.43,0.16
6849,13.9922,4801.74,34.1,0.06
2095,7.14432,1598.06,42.74,-0.16
6246,11.0317,4031.89,29.83,-0.06
6520,10.991,3912.02,37.6,0.21
4256,16.017,4972.86,19.23,-0.11
517,22.7098,4986.59,9.34,-0.49
6196,24.4662,4983.49,18.63,0.03
7081,5.42755,697.355,37.4,-0.12
2230,19.8685,4986.96,6.62,-0.19
905,16.9022,4983.48,24.19,-0.4
5590,10.6487,4196.38,7.42,0.02
5131,6.46893,1097.37,43.86,0.23
5076,18.0782,4985.0,16.74,-0.37
4052,10.4984,4290.4,13.9,-0.32
7169,13.4323,4984.4,10.83,-0.37
5657,15.8743,4849.0,39.81,-0.02
2179,18.4425,4780.04,40.25,-0.33
5915,15.1454,4985.35,16.32,-0.2
3881,19.3453,4986.08,9.43,-0.1
3690,9.20892,2796.45,21.18,0.09
197,6.05896,791.118,8.44,-0.06
5943,6.96091,1580.23,40.26,0.0
2697,12.2648,4415.98,41.47,-0.13
1396,11.1413,4293.37,41.11,-0.29
4846,13.4137,4869.41,28.71,-0.06
2962,24.5774,4986.51,15.05,0.03
7267,8.22872,2152.48,12.47,-0.24
1739,23.9142,4957.55,32.1,-0.07
4926,9.9217,3355.36,30.31,0.31
293,19.0596,4693.92,44.99,0.0
6235,3.21773,99.6819,17.56,-0.31
7458,5.71906,882.029,42.5,-0.12
7957,11.1424,3612.96,41.56,0.28
4338,5.93355,823.891,31.33,0.31
560,4.59672,334.565,8.82,-0.09
5886,17.0581,4985.42,14.05,0.38
6484,20.177,4986.63,12.06,0.14
5564,11.9682,4797.78,18.28,-0.33
6435,10.2639,3786.32,8.36,0.01
1707,5.68463,858.355,40.31,0.38
3833,8.66971,2500.04,42.62,0.22
7430,14.824,4982.6,13.99,-0.21
3403,4.13911,220.971,10.99,0.2
3382,16.5743,4949.21,34.41,0.24
6789,18.4473,4893.47,43.29,-0.05
980,17.8793,4986.34,18.83,0.04
3529,12.6392,4742.0,19.36,-0.12
6800,17.3835,4982.75,15.05,0.18
194,19.9257,4706.02,44.82,-0.02
4514,10.2087,3649.53,11.12,0.16
7343,19.4825,4986.4,6.91,0.09
6982,21.8404,4984.75,18.76,0.43
5041,12.8958,4981.38,6.1,-0.15
52,8.54009,2515.17,38.05,0.12
5125,15.8347,4763.92,44.73,-0.26
5481,5.62383,752.485,25.25,-0.3
231,22.3601,4895.21,38.69,0.02
7582,3.41759,115.524,21.44,0.02
3150,6.93888,1444.37,40.02,-0.01
4358,8.86373,2397.75,10.05,0.25
1384,10.0263,3409.45,40.56,-0.04
6821,5.34576,525.438,8.97,0.34
7950,13.1367,4983.29,6.96,-0.32
7979,14.731,4984.22,16.74,0.4
7839,11.0481,4484.87,23.59,-0.35
3336,5.85288,833.634,42.6,0.36
1203,17.5878,4986.05,19.92,-0.19
7193,21.9655,4777.13,44.96,0.03
7263,20.3653,4820.73,43.49,-0.06
4460,13.0701,4942.4,19.69,0.35
3882,3.15788,92.7151,23.95,-0.26
4540,5.49909,773.507,38.22,-0.32
1713,13.9396,4981.99,19.0,0.29
1095,18.6827,4961.66,35.03,0.48
2869,21.0149,4986.62,12.38,-0.5
7380,3.99704,204.983,13.75,0.43
2643,14.0928,4970.4,25.0,-0.44
6994,8.80605,2366.27,9.8,0.09
5667,23.4152,4941.46,37.33,-0.1
90,10.2076,3523.8,40.31,0.42
4023,20.8567,4986.85,9.45,0.39
6557,15.6975,4984.33,9.81,0.22
1471,5.80538,808.48,33.05,-0.07
6736,21.7726,4767.27,37.65,-0.15
31,11.4426,4619.92,13.96,0.36
7791,21.1335,4908.99,31.45,0.29
7106,14.3962,4958.78,19.43,0.47
738,13.4298,4960.32,17.31,0.23
7389,23.1909,4843.82,44.5,0.33
3442,22.4815,4918.48,33.91,-0.03
7201,7.11196,1520.21,10.54,-0.43
2942,13.1008,4572.12,43.16,-0.11
42,24.4865,4963.74,26.12,0.38
1764,8.65108,2526.3,35.38,0.22
4396,24.1708,4986.81,12.44,-0.12
6988,18.3222,4984.61,15.41,-0.22
2479,17.4725,4792.87,44.33,-0.22
6544,13.853,4981.1,13.85,0.04
544,3.06688,95.3375,41.94,0.13
3563,6.89194,1265.78,28.8,0.2
7508,21.0576,4984.24,23.89,0.12
5315,5.13571,646.233,43.33,-0.16
5554,21.3393,4870.0,35.65,-0.32
3311,13.8988,4663.85,35.93,0.0
4608,14.8046,4982.28,12.96,0.12
7700,23.6769,4983.28,18.94,-0.26
4018,18.2576,4985.92,9.64,0.23
7521,23.8922,4986.91,6.44,-0.25
4268,8.89742,2680.97,19.91,-0.12
926,18.9937,4983.0,24.82,-0.14
1601,7.70587,1817.39,23.7,-0.22
7125,19.4405,4986.11,25.09,0.0
7613,14.016,4984.29,7.64,0.12
5508,10.9651,4136.61,18.14,0.27
1051,14.4268,4969.08,21.49,-0.08
1473,10.5433,3810.01,23.62,0.17
5549,9.35451,2992.16,20.75,-0.02
7522,17.5241,4868.02,43.89,-0.02
5906,5.82607,677.04,5.56,0.14
6942,8.7391,2742.92,15.61,-0.35
6599,16.9784,4584.79,42.13,0.33
7308,8.01867,1800.97,5.97,0.49
3610,5.00135,506.903,29.66,0.28
2967,15.2628,4919.89,30.63,-0.31
3243,21.6785,4968.37,26.06,-0.15
3651,11.8914,4820.82,11.54,0.3
4315,23.2847,4986.95,13.88,0.26
3211,4.17196,265.031,20.66,-0.21
2753,12.2735,4711.85,18.99,0.24
1573,18.4102,4983.52,15.8,-0.1
4543,19.1473,4809.26,43.59,0.44
2836,9.28144,3448.12,36.32,-0.37
6732,18.8044,4984.82,19.55,0.08
7170,17.0147,4965.3,31.97,0.13
617,15.9228,4984.58,9.13,0.38
2442,24.1158,4984.68,15.39,-0.44
7026,12.4261,4443.78,34.78,0.12
3682,21.2397,4983.59,19.51,-0.1
